"Tempo","Estação","LAT","LONG","Movimentação","Original_473","Original_269","Zero","Maçã-Verde","Tangerina","Citrus","Açaí-Guaraná","Pêssego","TARGET"
2018-1-25,Moema,-23.5489,-46.6388,17071,31,46,34,8,26,40,26,43,NORMAL
2018-12-21,Eucaliptos,-23.61,-46.6686,23023,66,56,29,41,13,30,27,40,NORMAL
2018-1-27,Moema,-23.5489,-46.6388,17446,12,41,14,2,18,37,22,33,REABASTECER
2018-12-26,Eucaliptos,-23.61,-46.6686,24497,6,22,59,19,32,12,10,18,NORMAL
2019-1-1,Eucaliptos,-23.61,-46.6686,21775,47,65,27,42,15,33,36,40,NORMAL
2019-5-13,Eucaliptos,-23.61,-46.6686,23920,45,62,26,22,43,13,29,19,NORMAL
2019-1-11,Eucaliptos,-23.61,-46.6686,23114,29,2,22,17,24,43,37,3,REABASTECER
2019-1-14,Eucaliptos,-23.61,-46.6686,25524,86,58,65,6,12,34,21,32,NORMAL
2019-5-29,Eucaliptos,-23.61,-46.6686,25126,76,38,53,43,23,7,4,40,REABASTECER
2019-1-24,Eucaliptos,-23.61,-46.6686,25322,79,49,65,13,10,38,33,39,NORMAL
2019-6-7,Eucaliptos,-23.61,-46.6686,23733,74,48,61,14,31,38,15,5,REABASTECER
2018-3-11,Moema,-23.5489,-46.6388,17126,2,38,16,7,22,22,6,14,REABASTECER
2019-2-16,Eucaliptos,-23.61,-46.6686,23296,35,46,45,34,43,36,30,43,NORMAL
2018-4-1,Moema,-23.5489,-46.6388,18480,67,59,61,32,27,7,5,22,REABASTECER
2018-4-2,Moema,-23.5489,-46.6388,20498,57,49,57,29,21,7,43,19,NORMAL
2018-4-11,Moema,-23.5489,-46.6388,17687,57,65,65,9,25,29,19,20,NORMAL
2019-7-18,Eucaliptos,-23.61,-46.6686,24640,22,27,33,14,43,38,12,15,NORMAL
2018-4-27,Moema,-23.5489,-46.6388,17068,86,33,10,32,38,23,43,4,REABASTECER
2019-8-10,Eucaliptos,-23.61,-46.6686,24452,78,33,3,26,8,9,18,26,REABASTECER
2018-5-24,Moema,-23.5489,-46.6388,18773,77,10,15,26,21,32,10,29,NORMAL
2018-5-28,Moema,-23.5489,-46.6388,20143,37,53,52,16,4,16,37,11,NORMAL
2019-9-11,Eucaliptos,-23.61,-46.6686,24019,36,29,65,14,18,18,14,18,NORMAL
2019-9-15,Eucaliptos,-23.61,-46.6686,23920,86,1,40,37,3,43,1,39,REABASTECER
2019-9-29,Eucaliptos,-23.61,-46.6686,25404,32,55,20,32,34,3,31,20,REABASTECER
2018-7-9,Moema,-23.5489,-46.6388,20390,60,0,48,20,6,27,37,19,REABASTECER
2019-5-23,Eucaliptos,-23.61,-46.6686,24509,41,10,24,29,43,27,24,20,NORMAL
2018-7-18,Moema,-23.5489,-46.6388,17369,57,19,59,31,8,16,43,28,NORMAL
2019-10-19,Eucaliptos,-23.61,-46.6686,21648,21,54,15,21,8,21,9,15,NORMAL
2019-10-24,Eucaliptos,-23.61,-46.6686,22748,60,39,48,43,29,2,33,41,REABASTECER
2019-6-22,Eucaliptos,-23.61,-46.6686,24668,10,5,15,9,14,35,36,33,REABASTECER
2018-8-15,Moema,-23.5489,-46.6388,17604,35,65,7,7,25,7,29,35,REABASTECER
2018-8-19,Moema,-23.5489,-46.6388,19484,86,37,48,40,11,35,13,18,NORMAL
2019-6-30,Eucaliptos,-23.61,-46.6686,22846,17,19,24,31,24,16,43,43,NORMAL
2019-7-3,Eucaliptos,-23.61,-46.6686,25467,75,65,65,20,13,7,30,27,NORMAL
2018-9-1,Moema,-23.5489,-46.6388,17432,53,36,36,5,10,37,3,15,REABASTECER
2019-7-12,Eucaliptos,-23.61,-46.6686,23612,86,9,12,32,24,14,37,35,REABASTECER
2018-9-10,Moema,-23.5489,-46.6388,16975,40,47,44,19,19,18,17,24,NORMAL
2019-7-21,Eucaliptos,-23.61,-46.6686,21845,86,5,10,43,34,26,43,1,NORMAL
2018-9-11,Moema,-23.5489,-46.6388,18589,33,44,40,17,15,18,12,22,NORMAL
2019-12-13,Eucaliptos,-23.61,-46.6686,24532,26,38,36,23,35,34,19,7,NORMAL
2019-12-29,Eucaliptos,-23.61,-46.6686,22180,52,13,58,29,16,21,38,37,NORMAL
2018-10-4,Moema,-23.5489,-46.6388,19185,63,34,17,17,43,29,8,10,NORMAL
2019-8-16,Eucaliptos,-23.61,-46.6686,22706,16,55,33,19,28,41,34,40,NORMAL
2018-1-7,Moema,-23.5489,-46.6388,20797,25,30,28,27,18,15,18,22,NORMAL
2018-10-9,Moema,-23.5489,-46.6388,18320,14,63,57,43,25,21,30,39,NORMAL
2018-1-9,Moema,-23.5489,-46.6388,19224,0,14,19,22,8,7,12,15,REABASTECER
2018-10-10,Moema,-23.5489,-46.6388,19796,2,58,47,37,19,17,27,36,REABASTECER
2018-10-11,Moema,-23.5489,-46.6388,18765,86,49,41,36,17,17,23,33,NORMAL
2019-8-22,Eucaliptos,-23.61,-46.6686,22998,46,24,59,41,7,27,9,16,NORMAL
2018-1-13,Moema,-23.5489,-46.6388,18959,60,56,65,5,34,37,41,43,REABASTECER
2018-1-20,Moema,-23.5489,-46.6388,20405,79,9,6,24,3,12,10,23,NORMAL
2018-10-22,Moema,-23.5489,-46.6388,19053,69,49,34,10,17,20,20,40,NORMAL
2018-2-6,Moema,-23.5489,-46.6388,19378,7,50,15,20,20,10,28,38,REABASTECER
2018-11-10,Moema,-23.5489,-46.6388,19471,59,13,41,28,37,15,34,19,NORMAL
2018-11-11,Moema,-23.5489,-46.6388,19348,49,6,31,28,32,14,31,17,REABASTECER
2018-2-11,Moema,-23.5489,-46.6388,19651,44,27,42,13,5,36,7,15,REABASTECER
2019-9-22,Eucaliptos,-23.61,-46.6686,23262,12,32,58,7,21,33,14,9,NORMAL
2019-9-25,Eucaliptos,-23.61,-46.6686,21699,67,19,40,43,7,22,5,37,NORMAL
2018-2-21,Moema,-23.5489,-46.6388,19440,35,26,32,27,11,43,7,12,NORMAL
2018-2-23,Moema,-23.5489,-46.6388,17383,11,18,19,20,4,40,43,43,REABASTECER
2018-2-25,Moema,-23.5489,-46.6388,19672,77,9,65,17,41,35,35,37,NORMAL
2018-11-28,Moema,-23.5489,-46.6388,19946,43,15,34,18,10,34,7,26,NORMAL
2019-10-8,Eucaliptos,-23.61,-46.6686,25551,36,55,21,9,43,10,43,21,NORMAL
2018-2-29,Moema,-23.5489,-46.6388,17947,38,51,34,5,22,17,17,20,NORMAL
2019-8-28,Hospital São Paulo,-23.5984,-46.6455,26227,26,12,26,39,40,35,7,5,REABASTECER
2018-3-4,Moema,-23.5489,-46.6388,18868,76,21,65,35,6,43,38,43,NORMAL
2018-3-6,Moema,-23.5489,-46.6388,19081,56,7,54,26,38,37,26,37,REABASTECER
2018-3-11,Moema,-23.5489,-46.6388,17126,2,38,16,7,22,22,6,14,REABASTECER
2018-3-22,Moema,-23.5489,-46.6388,17172,73,47,65,22,15,27,43,17,NORMAL
2018-3-24,Moema,-23.5489,-46.6388,20250,53,29,49,17,8,24,32,9,NORMAL
2019-9-20,Hospital São Paulo,-23.5984,-46.6455,26957,71,6,60,4,28,43,11,43,NORMAL
2018-3-29,Moema,-23.5489,-46.6388,17875,86,9,4,37,32,15,16,29,REABASTECER
2019-9-27,Hospital São Paulo,-23.5984,-46.6455,25976,3,19,23,13,43,23,17,19,REABASTECER
2018-4-8,Moema,-23.5489,-46.6388,19230,86,20,15,16,40,35,26,34,NORMAL
2018-4-9,Moema,-23.5489,-46.6388,20874,75,12,10,16,35,35,24,29,NORMAL
2019-10-9,Hospital São Paulo,-23.5984,-46.6455,26064,49,55,12,18,43,27,12,13,NORMAL
2019-10-16,Hospital São Paulo,-23.5984,-46.6455,25396,67,4,30,37,23,43,28,22,NORMAL
2019-12-2,Eucaliptos,-23.61,-46.6686,22222,45,62,48,16,38,21,16,12,NORMAL
2019-12-11,Eucaliptos,-23.61,-46.6686,23756,47,58,55,30,43,39,27,16,NORMAL
2018-5-1,Moema,-23.5489,-46.6388,20568,47,10,49,19,20,19,21,34,NORMAL
2018-5-28,Moema,-23.5489,-46.6388,20143,37,53,52,16,4,16,37,11,NORMAL
2019-12-2,Hospital São Paulo,-23.5984,-46.6455,27314,28,65,48,24,40,21,18,4,REABASTECER
2018-6-7,Moema,-23.5489,-46.6388,17967,22,52,55,32,11,39,41,18,NORMAL
2018-1-26,Moema,-23.5489,-46.6388,18087,24,44,24,8,22,40,24,37,NORMAL
2018-1-30,Moema,-23.5489,-46.6388,18915,68,19,61,37,9,29,10,17,NORMAL
2019-12-18,Hospital São Paulo,-23.5984,-46.6455,26636,59,34,12,22,16,11,43,25,NORMAL
2018-1-3,Paraíso,-23.57677,-46.63933,71711,64,50,50,33,34,42,39,35,NORMAL
2018-1-9,Paraíso,-23.57677,-46.63933,71745,3,21,4,8,8,23,19,8,REABASTECER
2018-2-27,Moema,-23.5489,-46.6388,17947,57,59,51,13,31,26,27,28,NORMAL
2018-7-28,Moema,-23.5489,-46.6388,20077,41,43,55,15,14,23,5,23,REABASTECER
2018-3-14,Moema,-23.5489,-46.6388,17610,70,20,60,42,10,12,37,7,NORMAL
2018-3-16,Moema,-23.5489,-46.6388,17410,51,12,43,36,43,3,26,43,REABASTECER
2018-3-23,Moema,-23.5489,-46.6388,19730,64,39,56,19,11,24,37,12,NORMAL
2018-3-26,Moema,-23.5489,-46.6388,20660,33,18,32,9,43,18,25,43,NORMAL
2018-2-13,Paraíso,-23.57677,-46.63933,73301,18,16,33,24,38,32,4,13,REABASTECER
2018-3-30,Moema,-23.5489,-46.6388,19931,77,65,65,34,30,13,11,25,NORMAL
2018-2-18,Paraíso,-23.57677,-46.63933,72540,54,46,65,12,20,12,26,39,NORMAL
2018-8-22,Moema,-23.5489,-46.6388,19563,60,29,30,33,39,29,43,8,NORMAL
2018-8-27,Moema,-23.5489,-46.6388,16966,12,56,61,13,26,15,21,27,NORMAL
2018-4-10,Moema,-23.5489,-46.6388,20370,64,5,0,14,29,29,22,24,REABASTECER
2018-4-11,Moema,-23.5489,-46.6388,17687,57,65,65,9,25,29,19,20,NORMAL
2018-2-28,Paraíso,-23.57677,-46.63933,71913,41,58,55,22,26,25,27,43,NORMAL
2018-9-5,Moema,-23.5489,-46.6388,18679,7,14,10,39,39,32,36,4,NORMAL
2018-9-8,Moema,-23.5489,-46.6388,19074,63,65,56,27,30,23,26,31,NORMAL
2018-3-8,Paraíso,-23.57677,-46.63933,72100,30,58,49,41,27,38,30,43,NORMAL
2018-9-14,Moema,-23.5489,-46.6388,18525,5,23,17,6,43,12,38,6,NORMAL
2018-9-16,Moema,-23.5489,-46.6388,19161,76,10,5,41,34,43,31,37,REABASTECER
2018-3-15,Paraíso,-23.57677,-46.63933,70858,49,17,60,28,35,15,43,9,NORMAL
2018-9-22,Moema,-23.5489,-46.6388,19438,16,39,33,19,9,21,13,17,NORMAL
2018-5-12,Moema,-23.5489,-46.6388,17639,19,11,33,24,24,31,13,32,NORMAL
2018-10-4,Moema,-23.5489,-46.6388,19185,63,34,17,17,43,29,8,10,NORMAL
2018-5-23,Moema,-23.5489,-46.6388,18706,86,16,25,27,24,32,15,35,NORMAL
2018-5-26,Moema,-23.5489,-46.6388,17168,57,65,65,20,14,22,1,18,NORMAL
2018-5-27,Moema,-23.5489,-46.6388,19564,48,59,61,16,10,16,43,14,NORMAL
2018-10-17,Moema,-23.5489,-46.6388,19993,31,11,65,23,34,34,40,11,NORMAL
2018-4-16,Paraíso,-23.57677,-46.63933,71355,6,24,57,22,31,6,4,8,NORMAL
2018-10-29,Moema,-23.5489,-46.6388,20932,86,3,54,19,35,43,38,14,REABASTECER
2018-4-26,Paraíso,-23.57677,-46.63933,70802,73,31,47,32,35,22,12,9,NORMAL
2018-11-13,Moema,-23.5489,-46.6388,18182,32,55,16,21,24,8,25,8,NORMAL
2018-11-16,Moema,-23.5489,-46.6388,18172,86,37,65,16,12,43,14,38,NORMAL
2018-5-21,Paraíso,-23.57677,-46.63933,71181,10,65,65,3,23,23,43,27,REABASTECER
2018-11-28,Moema,-23.5489,-46.6388,19946,43,15,34,18,10,34,7,26,NORMAL
2018-5-25,Paraíso,-23.57677,-46.63933,72513,53,36,38,33,7,13,29,14,NORMAL
2019-8-26,Hospital São Paulo,-23.5984,-46.6455,25133,44,20,40,43,5,39,14,13,REABASTECER
2019-8-30,Hospital São Paulo,-23.5984,-46.6455,26923,5,7,14,34,31,27,43,40,NORMAL
2018-7-27,Moema,-23.5489,-46.6388,18715,49,46,60,20,18,25,10,29,NORMAL
2019-9-11,Hospital São Paulo,-23.5984,-46.6455,23934,67,61,58,41,26,33,43,35,NORMAL
2018-6-17,Paraíso,-23.57677,-46.63933,71284,10,37,18,23,7,22,33,8,REABASTECER
2018-6-25,Paraíso,-23.57677,-46.63933,73424,14,50,25,8,19,35,39,17,NORMAL
2019-9-27,Hospital São Paulo,-23.5984,-46.6455,25976,3,19,23,13,43,23,17,19,REABASTECER
2019-10-16,Hospital São Paulo,-23.5984,-46.6455,25396,67,4,30,37,23,43,28,22,NORMAL
2019-10-25,Hospital São Paulo,-23.5984,-46.6455,26216,56,17,37,9,31,25,37,27,NORMAL
2019-10-26,Hospital São Paulo,-23.5984,-46.6455,26201,46,14,31,7,27,22,35,21,NORMAL
2018-9-16,Moema,-23.5489,-46.6388,19161,76,10,5,41,34,43,31,37,REABASTECER
2019-10-30,Hospital São Paulo,-23.5984,-46.6455,25647,86,54,65,39,9,7,19,5,NORMAL
2018-9-18,Moema,-23.5489,-46.6388,19605,54,65,58,40,24,35,25,31,NORMAL
2019-11-9,Hospital São Paulo,-23.5984,-46.6455,24283,86,58,5,10,17,23,27,10,NORMAL
2018-9-28,Moema,-23.5489,-46.6388,19269,45,7,51,37,23,42,32,38,REABASTECER
2018-10-4,Moema,-23.5489,-46.6388,19185,63,34,17,17,43,29,8,10,NORMAL
2019-11-21,Hospital São Paulo,-23.5984,-46.6455,26031,46,65,60,24,6,13,16,1,REABASTECER
2019-11-22,Hospital São Paulo,-23.5984,-46.6455,26154,37,56,50,22,43,9,11,43,NORMAL
2018-9-9,Paraíso,-23.57677,-46.63933,73554,67,57,54,43,20,27,43,38,NORMAL
2018-9-14,Paraíso,-23.57677,-46.63933,73415,13,31,20,30,41,18,27,15,NORMAL
2018-11-1,Moema,-23.5489,-46.6388,18332,61,55,38,14,26,36,29,6,NORMAL
2019-12-17,Hospital São Paulo,-23.5984,-46.6455,26853,69,38,22,22,18,13,2,31,NORMAL
2018-9-22,Paraíso,-23.57677,-46.63933,73334,22,47,25,8,11,35,38,23,NORMAL
2018-11-14,Moema,-23.5489,-46.6388,17126,22,50,11,18,22,4,23,5,NORMAL
2019-12-29,Hospital São Paulo,-23.5984,-46.6455,26877,22,47,65,27,11,16,39,30,NORMAL
2018-1-9,Paraíso,-23.57677,-46.63933,71745,3,21,4,8,8,23,19,8,REABASTECER
2018-1-10,Paraíso,-23.57677,-46.63933,71195,86,16,65,3,5,21,13,3,NORMAL
2018-10-21,Paraíso,-23.57677,-46.63933,70469,63,23,29,43,16,43,6,32,REABASTECER
2018-11-23,Moema,-23.5489,-46.6388,18720,11,56,65,36,31,10,29,3,NORMAL
2018-11-26,Moema,-23.5489,-46.6388,18110,60,31,45,22,19,43,14,31,NORMAL
2018-11-27,Moema,-23.5489,-46.6388,19880,51,24,41,21,13,39,10,28,NORMAL
2018-11-29,Moema,-23.5489,-46.6388,17229,34,9,28,17,7,31,2,24,REABASTECER
2018-11-5,Paraíso,-23.57677,-46.63933,71573,6,60,65,28,43,9,35,16,NORMAL
2019-9-5,Hospital São Paulo,-23.5984,-46.6455,24398,46,40,40,15,9,19,25,17,NORMAL
2019-9-14,Hospital São Paulo,-23.5984,-46.6455,26690,35,46,33,27,10,23,30,21,NORMAL
2019-9-22,Hospital São Paulo,-23.5984,-46.6455,24746,50,55,51,37,18,36,43,35,NORMAL
2018-2-27,Paraíso,-23.57677,-46.63933,72614,52,65,61,25,31,25,32,5,REABASTECER
2018-3-5,Paraíso,-23.57677,-46.63933,70200,59,12,65,9,38,7,43,15,NORMAL
2018-3-10,Paraíso,-23.57677,-46.63933,71412,9,52,31,39,16,28,18,36,REABASTECER
2018-12-18,Paraíso,-23.57677,-46.63933,70677,30,50,19,27,4,32,34,11,NORMAL
2019-10-25,Hospital São Paulo,-23.5984,-46.6455,26216,56,17,37,9,31,25,37,27,NORMAL
2019-11-6,Hospital São Paulo,-23.5984,-46.6455,23959,24,12,20,22,32,27,38,23,NORMAL
2019-1-16,Paraíso,-23.57677,-46.63933,71710,17,20,31,23,30,37,11,29,NORMAL
2019-11-13,Hospital São Paulo,-23.5984,-46.6455,27488,41,39,42,43,43,43,9,35,NORMAL
2018-4-23,Paraíso,-23.57677,-46.63933,71641,19,49,7,43,5,29,20,23,NORMAL
2018-5-1,Paraíso,-23.57677,-46.63933,70077,22,63,6,19,9,43,36,29,REABASTECER
2019-11-28,Hospital São Paulo,-23.5984,-46.6455,26631,65,26,9,38,15,29,32,20,REABASTECER
2019-2-7,Paraíso,-23.57677,-46.63933,74071,70,19,45,41,38,26,11,32,NORMAL
2018-5-4,Paraíso,-23.57677,-46.63933,70599,86,47,49,8,43,33,23,16,NORMAL
2018-5-7,Paraíso,-23.57677,-46.63933,70628,59,26,31,43,31,23,10,2,REABASTECER
2018-5-11,Paraíso,-23.57677,-46.63933,72227,23,65,5,36,16,6,38,32,NORMAL
2019-3-9,Paraíso,-23.57677,-46.63933,73840,31,28,4,38,6,12,19,41,NORMAL
2019-3-10,Paraíso,-23.57677,-46.63933,71476,23,18,65,37,43,9,15,35,NORMAL
2018-6-11,Paraíso,-23.57677,-46.63933,70424,75,63,56,33,29,43,14,34,NORMAL
2018-6-13,Paraíso,-23.57677,-46.63933,70101,56,55,42,26,20,34,6,26,REABASTECER
2019-4-2,Paraíso,-23.57677,-46.63933,71808,77,43,44,43,10,37,21,34,NORMAL
2019-4-7,Paraíso,-23.57677,-46.63933,72504,29,10,7,23,32,24,41,15,NORMAL
2018-2-4,Paraíso,-23.57677,-46.63933,72412,24,17,33,43,28,5,10,4,REABASTECER
2018-7-11,Paraíso,-23.57677,-46.63933,70574,27,15,48,31,43,31,26,39,NORMAL
2019-4-21,Paraíso,-23.57677,-46.63933,71823,63,56,43,13,17,20,24,43,NORMAL
2018-2-11,Paraíso,-23.57677,-46.63933,71207,38,28,48,29,43,32,15,21,NORMAL
2018-7-18,Paraíso,-23.57677,-46.63933,70603,51,39,65,4,17,11,38,13,REABASTECER
2018-7-21,Paraíso,-23.57677,-46.63933,70755,22,17,47,36,5,40,27,43,REABASTECER
2018-7-23,Paraíso,-23.57677,-46.63933,72265,6,4,34,31,38,36,18,34,REABASTECER
2018-7-26,Paraíso,-23.57677,-46.63933,73617,69,56,15,28,29,30,43,19,NORMAL
2018-7-30,Paraíso,-23.57677,-46.63933,73929,27,36,54,15,7,22,29,4,NORMAL
2018-2-24,Paraíso,-23.57677,-46.63933,70512,79,17,18,38,38,37,5,18,NORMAL
2019-5-10,Paraíso,-23.57677,-46.63933,70129,66,58,37,38,18,7,27,43,NORMAL
2018-8-22,Paraíso,-23.57677,-46.63933,72776,65,30,34,40,6,19,26,11,NORMAL
2018-9-2,Paraíso,-23.57677,-46.63933,73673,54,32,30,21,1,35,27,15,REABASTECER
2018-3-25,Paraíso,-23.57677,-46.63933,72519,40,19,61,31,33,22,43,14,NORMAL
2018-3-27,Paraíso,-23.57677,-46.63933,72211,15,9,53,29,27,14,36,7,NORMAL
2018-3-29,Paraíso,-23.57677,-46.63933,70443,86,63,41,22,15,11,28,43,NORMAL
2019-6-17,Paraíso,-23.57677,-46.63933,72396,35,11,46,27,5,18,34,19,NORMAL
2018-9-13,Paraíso,-23.57677,-46.63933,72814,24,35,26,32,43,20,30,19,NORMAL
2018-4-6,Paraíso,-23.57677,-46.63933,71465,16,12,57,9,29,32,43,8,NORMAL
2018-9-15,Paraíso,-23.57677,-46.63933,72691,5,29,15,30,36,14,23,12,NORMAL
2018-9-19,Paraíso,-23.57677,-46.63933,72220,53,65,48,23,22,43,7,34,NORMAL
2019-6-27,Paraíso,-23.57677,-46.63933,73235,14,20,39,34,12,30,32,20,NORMAL
2018-4-20,Paraíso,-23.57677,-46.63933,72209,51,61,26,9,15,36,32,38,NORMAL
2019-7-8,Paraíso,-23.57677,-46.63933,70770,77,25,29,5,7,34,30,16,NORMAL
2018-10-6,Paraíso,-23.57677,-46.63933,73316,48,23,65,43,40,41,17,11,NORMAL
2019-7-17,Paraíso,-23.57677,-46.63933,70244,77,41,37,21,17,34,41,26,NORMAL
2019-7-21,Paraíso,-23.57677,-46.63933,70887,41,19,8,10,43,23,25,10,NORMAL
2018-5-10,Paraíso,-23.57677,-46.63933,70717,32,9,14,37,19,10,43,34,REABASTECER
2018-10-21,Paraíso,-23.57677,-46.63933,70469,63,23,29,43,16,43,6,32,REABASTECER
2018-10-23,Paraíso,-23.57677,-46.63933,70441,48,9,14,32,11,37,37,22,REABASTECER
2019-8-3,Paraíso,-23.57677,-46.63933,72179,6,21,61,13,38,10,22,43,REABASTECER
2019-8-10,Paraíso,-23.57677,-46.63933,73193,27,36,9,34,11,35,33,15,REABASTECER
2019-8-16,Paraíso,-23.57677,-46.63933,73653,53,65,32,14,32,18,7,28,NORMAL
2018-11-16,Paraíso,-23.57677,-46.63933,73386,86,50,54,32,43,8,34,8,NORMAL
2019-8-22,Paraíso,-23.57677,-46.63933,70641,86,25,60,37,1,2,23,4,REABASTECER
2018-11-22,Paraíso,-23.57677,-46.63933,73764,18,17,6,16,23,31,8,26,REABASTECER
2018-12-4,Paraíso,-23.57677,-46.63933,71165,79,62,53,22,15,37,43,23,NORMAL
2018-12-7,Paraíso,-23.57677,-46.63933,71736,54,50,28,14,6,30,34,15,REABASTECER
2018-12-11,Paraíso,-23.57677,-46.63933,70606,13,21,6,10,36,16,23,40,REABASTECER
2019-9-18,Paraíso,-23.57677,-46.63933,73882,23,9,9,38,32,11,5,39,REABASTECER
2018-7-7,Paraíso,-23.57677,-46.63933,71892,68,32,8,11,21,43,38,11,NORMAL
2018-12-22,Paraíso,-23.57677,-46.63933,70645,76,20,58,17,33,20,22,38,NORMAL
2018-12-30,Paraíso,-23.57677,-46.63933,71834,86,48,7,29,5,43,37,6,REABASTECER
2019-1-7,Paraíso,-23.57677,-46.63933,70369,13,7,26,43,20,20,6,21,REABASTECER
2018-7-30,Paraíso,-23.57677,-46.63933,73929,27,36,54,15,7,22,29,4,NORMAL
2018-8-4,Paraíso,-23.57677,-46.63933,73900,75,16,29,39,35,5,14,34,NORMAL
2019-10-20,Paraíso,-23.57677,-46.63933,73597,71,65,32,8,5,26,8,10,REABASTECER
2018-8-7,Paraíso,-23.57677,-46.63933,70083,43,58,0,29,24,40,43,26,REABASTECER
2019-1-18,Paraíso,-23.57677,-46.63933,73624,86,13,20,19,24,33,4,21,REABASTECER
2019-10-27,Paraíso,-23.57677,-46.63933,70784,74,30,45,31,18,38,23,22,NORMAL
2019-1-24,Paraíso,-23.57677,-46.63933,73136,19,37,54,43,3,7,18,3,REABASTECER
2019-10-29,Paraíso,-23.57677,-46.63933,71323,48,12,36,29,12,30,14,17,NORMAL
2019-1-25,Paraíso,-23.57677,-46.63933,70271,12,31,47,39,43,4,15,43,NORMAL
2018-8-30,Paraíso,-23.57677,-46.63933,70452,75,45,45,24,11,40,33,24,NORMAL
2019-11-18,Paraíso,-23.57677,-46.63933,70344,7,31,36,26,26,23,23,33,REABASTECER
2019-2-15,Paraíso,-23.57677,-46.63933,71115,86,34,45,16,12,6,21,5,REABASTECER
2019-2-18,Paraíso,-23.57677,-46.63933,71716,60,16,25,4,43,33,11,34,REABASTECER
2019-2-20,Paraíso,-23.57677,-46.63933,70607,43,65,7,40,34,24,43,23,REABASTECER
2019-11-25,Paraíso,-23.57677,-46.63933,70194,30,61,48,40,38,11,35,10,NORMAL
2019-3-3,Paraíso,-23.57677,-46.63933,72028,86,62,52,18,28,35,36,15,NORMAL
2018-9-30,Paraíso,-23.57677,-46.63933,74002,21,63,41,28,20,13,43,30,NORMAL
2019-3-13,Paraíso,-23.57677,-46.63933,71145,86,3,45,25,31,42,2,23,REABASTECER
2018-10-12,Paraíso,-23.57677,-46.63933,73683,71,62,33,25,15,23,34,32,NORMAL
2019-3-28,Paraíso,-23.57677,-46.63933,72941,28,65,65,17,24,9,31,9,NORMAL
2018-1-9,Brigadeiro,-23.5683,-46.6482,47864,4,17,0,11,14,9,10,13,REABASTECER
2018-10-29,Paraíso,-23.57677,-46.63933,71722,74,36,39,12,23,28,15,39,NORMAL
2019-4-16,Paraíso,-23.57677,-46.63933,71451,23,20,13,34,35,38,43,22,NORMAL
2018-1-24,Brigadeiro,-23.5683,-46.6482,47627,29,56,24,43,41,43,33,41,NORMAL
2019-5-2,Paraíso,-23.57677,-46.63933,70436,52,51,32,23,5,33,25,33,REABASTECER
2019-5-12,Paraíso,-23.57677,-46.63933,72577,48,45,19,33,12,43,18,36,NORMAL
2018-2-24,Brigadeiro,-23.5683,-46.6482,47819,86,11,27,20,14,3,40,16,NORMAL
2018-3-2,Brigadeiro,-23.5683,-46.6482,48302,86,42,33,34,24,11,9,23,NORMAL
2018-3-30,Brigadeiro,-23.5683,-46.6482,47900,86,49,21,43,26,43,23,43,NORMAL
2018-4-9,Brigadeiro,-23.5683,-46.6482,48903,86,57,17,13,28,18,37,39,NORMAL
2019-7-12,Paraíso,-23.57677,-46.63933,73152,42,10,7,37,37,13,12,3,REABASTECER
2019-1-19,Paraíso,-23.57677,-46.63933,70485,75,4,16,18,21,31,43,19,REABASTECER
2019-1-21,Paraíso,-23.57677,-46.63933,71298,53,56,5,13,15,20,35,15,REABASTECER
2019-7-23,Paraíso,-23.57677,-46.63933,70201,21,9,59,43,39,15,19,43,REABASTECER
2019-7-24,Paraíso,-23.57677,-46.63933,72647,9,65,50,43,33,10,17,38,NORMAL
2019-2-5,Paraíso,-23.57677,-46.63933,70544,86,33,55,4,3,28,20,43,REABASTECER
2019-8-5,Paraíso,-23.57677,-46.63933,72104,79,7,47,8,32,7,14,35,REABASTECER
2019-2-9,Paraíso,-23.57677,-46.63933,72065,52,7,27,34,32,20,43,23,REABASTECER
2018-5-14,Brigadeiro,-23.5683,-46.6482,47866,86,54,22,43,43,17,22,38,NORMAL
2019-8-9,Paraíso,-23.57677,-46.63933,72934,38,44,15,37,14,39,39,20,NORMAL
2019-8-13,Paraíso,-23.57677,-46.63933,73193,86,15,52,24,40,26,23,43,NORMAL
2019-8-21,Paraíso,-23.57677,-46.63933,73824,6,28,65,41,7,7,28,10,REABASTECER
2019-8-22,Paraíso,-23.57677,-46.63933,70641,86,25,60,37,1,2,23,4,REABASTECER
2019-2-26,Paraíso,-23.57677,-46.63933,72208,73,23,28,33,10,12,20,43,NORMAL
2019-2-28,Paraíso,-23.57677,-46.63933,70495,51,19,18,27,2,3,13,37,REABASTECER
2018-6-26,Brigadeiro,-23.5683,-46.6482,47754,86,65,44,6,35,25,21,40,REABASTECER
2018-7-15,Brigadeiro,-23.5683,-46.6482,49348,86,65,48,29,43,10,37,10,NORMAL
2019-10-12,Paraíso,-23.57677,-46.63933,71697,60,55,20,43,29,43,37,37,NORMAL
2018-7-20,Brigadeiro,-23.5683,-46.6482,47411,38,42,17,15,24,37,13,28,NORMAL
2019-4-20,Paraíso,-23.57677,-46.63933,73442,73,61,53,17,21,23,27,1,REABASTECER
2018-7-27,Brigadeiro,-23.5683,-46.6482,48330,54,62,39,34,39,19,23,39,NORMAL
2019-11-2,Paraíso,-23.57677,-46.63933,73367,12,63,14,25,3,26,43,6,REABASTECER
